R package version: 0.0-30
Summary type: mean
Test type: t-test
x-axis treatment: 27
x-axis medium: SDM_rhk_CTGN
x-axis screen ID: QFA0141
x-axis screen name: Addinall et al. (2011) 27C ura3
x-axis libraries: SDLV2_384_SDLV3_384
x-axis client: DAL
x-axis user: SGA
x-axis date: 2010/01/18
x-axis PI: DAL
x-axis condition: SDM_rhk_CTGN
x-axis inoculation type: DIL
x-axis fitness definition: MDRMDP
y-axis treatment: 30
y-axis medium: SDM_rhk_CTGN
y-axis screen ID: QFA0139
y-axis screen name: Addinall et al. (2011) 30C yku70
y-axis libraries: SDLV2_384_SDLV3_384
y-axis client: DAL
y-axis user: SGA
y-axis date: 2009/08/28
y-axis PI: DAL
y-axis condition: SDM_rhk_CTGN
y-axis inoculation type: DIL
y-axis fitness definition: MDRMDP
#########################################################
ORF	Gene	P	Q	GIS	QueryFitnessSummary	ControlFitnessSummary	QuerySE	ControlSE	QueryCount	ControlCount	TestType	Type
YDR440W	DOT1	0.124938	0.722182	-45.9693	89.5347	135.407	26.3323	2.31948	8	8	t-test	E
YDL020C	RPN4	0.0680947	0.664111	-45.913	54.9673	100.808	21.0552	5.48613	8	8	t-test	E
YLR414C	PUN1	0.116655	0.722182	-45.8777	85.5133	131.297	25.5302	3.45144	8	8	t-test	E
YDL077C	VAM6	0.039401	0.572135	-45.8482	33.2756	79.0673	16.2636	11.5639	8	8	t-test	E
YML032C	RAD52	1.5167e-09	4.65193e-07	-45.7188	63.5009	109.142	5.54116	4.06378	56	56	t-test	E
YBR073W	RDH54	0.113992	0.72168	-45.233	98.0418	143.172	24.9594	3.2679	8	8	t-test	E
YBR126C	TPS1	0.10676	0.717277	-45.2035	81.0478	126.161	24.381	2.45907	8	8	t-test	E
YOL013W-A	YOL013W-A	0.239243	0.776575	-45.2015	121.098	166.181	14.0979	33.0873	8	8	t-test	E
YLR015W	BRE2	0.0447262	0.591406	-45.1729	68.8541	113.946	18.4886	2.13587	8	8	t-test	E
YMR207C	HFA1	0.0288503	0.531279	-44.9033	85.641	130.451	16.1708	5.98954	8	8	t-test	E
YDR207C	UME6	0.0475661	0.597893	-44.77	19.6755	64.3995	12.0477	16.4926	8	8	t-test	E
YLR431C	ATG23	0.0775585	0.689994	-44.5847	84.2911	128.784	21.5587	1.20361	8	8	t-test	E
YER055C	HIS1	0.0407708	0.575273	-44.5646	0	44.5327	0	17.7868	8	8	t-test	E
YML041C	VPS71	0.0304935	0.538674	-44.4572	74.9043	119.276	16.4438	1.23604	8	8	t-test	E
YAR031W	PRM9	0.147792	0.722192	-44.449	100.424	144.769	27.1538	4.1854	8	8	t-test	E
YBR104W	YMC2	0.14125	0.722182	-44.3102	99.4298	143.637	26.5296	4.47162	8	8	t-test	E
YAL053W	FLC2	0.142197	0.722182	-44.2153	101.136	145.247	26.6693	2.72874	8	8	t-test	E
YDR378C	LSM6	0.0229197	0.504703	-44.1694	13.1057	57.2341	6.95824	14.874	8	8	t-test	E
YBR209W	YBR209W	0.152672	0.728868	-44.0642	104.453	148.411	27.3594	3.32685	8	8	t-test	E
YBR261C	TAE1	0.0887486	0.698462	-44.0122	92.1427	136.058	22.177	3.40393	8	8	t-test	E
YOR270C	VPH1	0.121617	0.722182	-43.9234	84.7444	128.576	17.3729	20.1497	8	8	t-test	E
YDL184C	RPL41A	0.153458	0.729625	-43.8977	91.819	135.62	27.3288	3.12434	8	8	t-test	E
YIL094C	LYS12	0.0603622	0.653127	-43.7144	0	43.6832	0	19.5293	8	8	t-test	E
YNL206C	RTT106	0.138744	0.722182	-43.2361	81.0681	124.215	24.2741	11.5316	8	8	t-test	E
YLR428C	YLR428C	0.162757	0.747057	-42.8921	93.3654	136.16	27.4009	3.12752	8	8	t-test	E
YMR003W	AIM34	0.149737	0.724064	-42.8492	89.1901	131.945	26.4582	1.68994	8	8	t-test	E
YDL062W	YDL062W	0.156175	0.737258	-42.8418	70.3926	113.153	26.9009	2.62266	8	8	t-test	E
YBR150C	TBS1	0.099617	0.709334	-42.7352	100.077	142.711	22.4372	3.09896	8	8	t-test	E
YBL008W	HIR1	0.160256	0.743674	-42.6548	88.7449	131.306	27.0534	3.23707	8	8	t-test	E
YNL171C	YNL171C	0.0463905	0.593703	-42.5727	63.9981	106.495	17.2408	6.52271	8	8	t-test	E
YMR004W	MVP1	0.147317	0.722192	-42.2701	87.8955	130.073	25.9147	1.81283	8	8	t-test	E
YNL294C	RIM21	0.133132	0.722182	-42.0252	78.2366	120.176	24.7324	0.606754	8	8	t-test	E
YML117W-A	YML117W-A	0.0595208	0.65263	-41.5685	90.9279	132.402	18.4788	1.95207	8	8	t-test	E
YPL183W-A	RTC6	0.0843506	0.692546	-41.2383	85.1923	126.34	20.4289	3.09258	8	8	t-test	E
YPL088W	YPL088W	0.115462	0.72168	-41.1005	89.5157	130.523	22.7699	3.27882	8	8	t-test	E
YNL067W	RPL9B	0.142903	0.722182	-41.0274	94.1438	135.075	21.9226	14.2918	8	8	t-test	E
YBR030W	RKM3	0.213026	0.776575	-40.9943	100.742	141.635	29.7724	3.85145	8	8	t-test	E
YLR361C	DCR2	0.100358	0.710767	-40.7576	99.8521	140.509	21.4315	3.33916	8	8	t-test	E
YDR469W	SDC1	0.134036	0.722182	-40.5142	65.2057	105.644	23.6778	4.68853	8	8	t-test	E
YBL085W	BOI1	0.187173	0.762137	-40.4112	104.632	144.94	27.3774	4.99557	8	8	t-test	E
YDL013W	HEX3	0.0932878	0.701171	-40.2055	9.44392	49.614	6.20916	20.2672	8	8	t-test	E
YBL053W	YBL053W	0.28476	0.784667	-40.1662	111.998	152.055	33.6977	9.77758	8	8	t-test	E
YCL037C	SRO9	0.128095	0.722182	-40.1206	0	40.0919	0	23.2355	8	8	t-test	E
YAR003W	SWD1	0.0833792	0.690353	-40.0243	27.7745	67.7503	14.9486	15.3959	8	8	t-test	E
YER151C	UBP3	0.0834358	0.690353	-40.0021	65.765	105.691	19.4352	6.0211	8	8	t-test	E
YBL007C	SLA1	0.140521	0.722182	-39.9746	79.6349	119.524	23.8667	4.19979	8	8	t-test	E
YMR198W	CIK1	0.0969247	0.705668	-39.9576	65.7654	105.647	20.8034	2.35423	8	8	t-test	E
YNL215W	IES2	0.0705774	0.664111	-39.6824	80.7627	120.359	17.8239	8.01613	8	8	t-test	E
YBR114W	RAD16	0.102855	0.716979	-39.6324	98.6947	138.228	20.9883	3.74806	8	8	t-test	E
YDR508C	GNP1	0.190901	0.763203	-39.5909	93.0782	132.574	27.3085	1.81392	8	8	t-test	E
YLR441C	RPS1A	0.102266	0.714565	-39.4167	76.9405	116.274	19.5399	10.1543	8	8	t-test	E
