R package version: 0.0-13
Summary type: mean
Test type: t-test
Control treatment: 20C
Control medium: SDM_rhk_CTGN
Control screen ID: QFA0028
Control screen name: Addinall et al. (2011) ura3D
Control libraries: SDLV2_384_SDLV3_384
Control client: DAL
Control user: SGA
Control date: 2010/01/18
Query treatment: 20C
Query medium: SDM_rhlk_CTGH
Query screen ID: QFA0029
Query screen name: Addinall et al. (2011) cdc13-1
Query libraries: SDLV2_384_SDLV3_384
Query client: DAL
Query user: SGA
Query date: 2009/11/16
#########################################################
ORF	Gene	P	Q	GIS	QueryFitnessSummary	ControlFitnessSummary	QuerySE	ControlSE	QueryCount	ControlCount	TestType	Type
YBL021C	HAP3	0.0187647	0.407256	-10.3302	56.176	67.7524	1.28127	3.37659	8	8	t-test	E
YOL095C	HMI1	0.000139201	0.0124526	-10.2706	44.6451	55.9447	1.31245	1.48825	8	8	t-test	E
YDR207C	UME6	0.343106	1	-10.2565	38.2242	49.3891	7.11998	7.76631	8	8	t-test	E
YNL281W	HCH1	0.333953	1	-10.2327	67.0301	78.7105	1.69098	9.7612	8	8	t-test	E
YDR512C	EMI1	0.139271	1	-10.2022	36.7269	47.8085	2.96297	5.67208	8	8	t-test	E
YNL289W	PCL1	0.349571	1	-10.1194	68.7419	80.339	1.2359	10.0434	8	8	t-test	E
YKL109W	HAP4	9.53485e-14	2.04713e-10	-10.1009	51.3547	62.6071	0.635429	0.974647	56	56	t-test	E
YOR270C	VPH1	0.22569	1	-9.99733	49.7882	60.9058	2.10156	7.33923	8	8	t-test	E
YBL059W	YBL059W	0.00438093	0.164038	-9.95806	64.4738	75.8265	2.10686	2.08344	8	8	t-test	E
YKL137W	YKL137W	0.0198226	0.417247	-9.94596	66.5607	77.9402	1.74433	3.20649	8	8	t-test	E
YDR349C	YPS7	0.387669	1	-9.90363	72.3293	83.7738	2.04706	10.6114	8	8	t-test	E
YGL236C	MTO1	0.00726957	0.235077	-9.83975	68.7573	80.0698	0.867023	2.66471	8	8	t-test	E
YCR006C	YCR006C	0.00168567	0.0851559	-9.78141	71.2286	82.528	1.83492	1.76909	8	8	t-test	E
YER052C	HOM3	0.00856016	0.260231	-9.61573	63.5476	74.5342	2.10056	2.36542	8	8	t-test	E
YLR393W	ATP10	0.00764714	0.243947	-9.59856	47.0796	57.7402	1.6699	2.51535	8	8	t-test	E
YGL046W	YGL046W	0.0102412	0.281325	-9.57702	65.6172	76.6032	0.648384	2.76774	8	8	t-test	E
YLR395C	COX8	0.00528319	0.18905	-9.50326	63.9021	74.7807	1.14228	2.42197	8	8	t-test	E
YMR265C	YMR265C	0.378977	1	-9.50152	68.0937	79.0491	2.01895	9.97292	8	8	t-test	E
YLR377C	FBP1	0.00285228	0.125306	-9.29508	69.85	80.628	1.60664	2.00076	8	8	t-test	E
YDR158W	HOM2	0.0108534	0.293109	-9.26873	65.8634	76.5399	2.23604	2.26909	8	8	t-test	E
YDR123C	INO2	0.480459	1	-9.21693	25.307	35.1708	10.2098	7.79051	8	8	t-test	E
YEL057C	YEL057C	0.437665	1	-9.1857	62.3525	72.8786	3.60868	10.7101	8	8	t-test	E
YGR097W	ASK10	0.3401	1	-9.16662	5.27437	14.7116	8.57039	3.52338	8	8	t-test	E
YPL174C	NIP100	0.000128662	0.0120103	-9.09112	49.5977	59.7885	1.04633	1.35164	8	8	t-test	E
YOL108C	INO4	0.453979	1	-9.08368	8.74492	18.1627	10.4432	5.63419	8	8	t-test	E
YLR188W	MDL1	0.00150449	0.0793402	-9.04372	69.4342	79.9484	1.27713	1.84295	8	8	t-test	E
YLR255C	YLR255C	0.0213776	0.434976	-9.01852	64.3887	74.7827	1.14453	3.03337	8	8	t-test	E
YDL237W	YDL237W	0.286295	1	-8.96678	71.3031	81.774	2.3752	7.51774	8	8	t-test	E
YDL142C	CRD1	0.00525322	0.18905	-8.96457	51.5731	61.6719	0.94531	2.28883	8	8	t-test	E
YML081C-A	ATP18	0.0162893	0.372053	-8.9029	46.5263	56.4678	2.15666	2.4681	8	8	t-test	E
YOL027C	MDM38	0.00977212	0.274258	-8.8737	58.2055	68.3361	0.609078	2.54057	8	8	t-test	E
YOR030W	DFG16	0.019551	0.415605	-8.8362	65.4235	75.6511	0.970372	2.92436	8	8	t-test	E
YNL234W	YNL234W	0.447695	1	-8.82346	64.9395	75.145	2.67145	10.7237	8	8	t-test	E
YLR059C	REX2	0.0087688	0.260231	-8.74814	66.1469	76.2983	1.04164	2.44764	8	8	t-test	E
YDL179W	PCL9	0.451754	1	-8.72128	72.0915	82.327	1.04196	10.9089	8	8	t-test	E
YOR142W	LSC1	0.466679	1	-8.67447	71.8224	82.0052	2.63091	11.0356	8	8	t-test	E
YML030W	YML030W	8.80473e-06	0.00142967	-8.57798	60.9771	70.8584	1.42143	1.19547	56	56	t-test	E
YOL126C	MDH2	0.0129442	0.329714	-8.56845	73.7456	83.8564	1.15075	2.57752	8	8	t-test	E
YLR286C	CTS1	0.42991	1	-8.54542	65.002	74.9255	3.08327	9.84509	8	8	t-test	E
YMR018W	YMR018W	0.121408	0.9949	-8.38523	71.288	81.1661	2.16783	4.47448	8	8	t-test	E
